Prefix,Rank_code,Scientific_name,Number_of_fragments,Percentage
Bem_35,P,Candidatus Latescibacterota,1664,0.01
Bem_35,P1,unclassified Candidatus Latescibacterota,1664,0.01
Bem_35,P,Candidatus Zixiibacteriota,1420,0.01
Bem_35,P,Candidatus Neomarinimicrobiota,560,0.00
Bem_35,P1,unclassified Candidatus Neomarinimicrobiota,554,0.00
Bem_35,P1,environmental samples,6,0.00
Bem_35,P,Candidatus Hydrogenedentota,189,0.00
Bem_35,P1,unclassified Candidatus Hydrogenedentota,189,0.00
Bem_35,D1,PVC group,27127,0.10
Bem_35,P,Planctomycetota,23535,0.09
Bem_35,P1,unclassified Planctomycetota,1773,0.01
Bem_35,P,Verrucomicrobiota,2462,0.01
Bem_35,P1,environmental samples,253,0.00
Bem_35,P1,unclassified Verrucomicrobiota,65,0.00
Bem_35,P,Lentisphaerota,529,0.00
Bem_35,P1,unclassified Lentisphaerota,123,0.00
Bem_35,P,Candidatus Omnitrophota,214,0.00
Bem_35,P1,unclassified Candidatus Omnitrophota,214,0.00
Bem_35,P,Kiritimatiellota,160,0.00
Bem_35,P1,unclassified Kiritimatiellota,2,0.00
Bem_35,P,Chlamydiota,51,0.00
Bem_35,P,Thermodesulfobacteriota,20248,0.08
Bem_35,P,Myxococcota,17242,0.06
Bem_35,P1,Polyangia,6597,0.02
Bem_35,P,Acidobacteriota,8981,0.03
Bem_35,P1,unclassified Acidobacteriota,4208,0.02
Bem_35,D1,Nitrospinae/Tectomicrobia group,3708,0.01
Bem_35,P,Nitrospinota,3704,0.01
Bem_35,P,Candidatus Tectomicrobia,4,0.00
Bem_35,D1,Bacteria incertae sedis,3521,0.01
Bem_35,D2,Bacteria candidate phyla,3521,0.01
Bem_35,D3,Patescibacteria group,924,0.00
Bem_35,D4,Parcubacteria group,823,0.00
Bem_35,P,Candidatus Nomurabacteria,334,0.00
Bem_35,P1,unclassified Candidatus Nomurabacteria,334,0.00
Bem_35,P,Candidatus Moraniibacteriota,191,0.00
Bem_35,P1,unclassified Candidatus Moraniibacteriota,191,0.00
Bem_35,P,Candidatus Kaiserbacteria,98,0.00
Bem_35,P1,unclassified Candidatus Kaiserbacteria,98,0.00
Bem_35,P,Candidatus Falkowbacteria,69,0.00
Bem_35,P1,unclassified Candidatus Falkowbacteria,69,0.00
Bem_35,P,Candidatus Uhrbacteria,39,0.00
Bem_35,P1,unclassified Candidatus Uhrbacteria,39,0.00
Bem_35,P,Candidatus Nealsonbacteria,34,0.00
Bem_35,P1,unclassified Candidatus Nealsonbacteria,6,0.00
Bem_35,P,Candidatus Parcubacteria,17,0.00
Bem_35,P1,unclassified Candidatus Parcubacteria,17,0.00
Bem_35,P,Candidatus Campbellbacteria,11,0.00
Bem_35,P1,unclassified Candidatus Campbellbacteria,11,0.00
Bem_35,D4,Microgenomates group,58,0.00
Bem_35,P,Candidatus Woesebacteria,58,0.00
Bem_35,P1,unclassified Candidatus Woesebacteria,58,0.00
Bem_35,D4,unclassified Patescibacteria group,27,0.00
Bem_35,P,Candidatus Gracilibacteria,8,0.00
Bem_35,P1,unclassified Candidatus Gracilibacteria,8,0.00
Bem_35,P,candidate division WOR-3,613,0.00
Bem_35,P,Candidatus Coatesbacteria,424,0.00
Bem_35,P1,unclassified Candidatus Coatesbacteria,424,0.00
Bem_35,P,Candidatus Aminicenantes,382,0.00
Bem_35,P1,unclassified Candidatus Aminicenantes,382,0.00
Bem_35,P,Candidatus Saccharibacteria,352,0.00
Bem_35,P1,unclassified Candidatus Saccharibacteria,352,0.00
Bem_35,P,Candidatus Peregrinibacteria,298,0.00
Bem_35,P1,unclassified Candidatus Peregrinibacteria,137,0.00
Bem_35,P,Candidatus Bipolaricaulota,217,0.00
Bem_35,P1,unclassified Candidatus Bipolaricaulota,217,0.00
Bem_35,P,Candidatus Eisenbacteria,207,0.00
Bem_35,P1,unclassified Candidatus Eisenbacteria,207,0.00
Bem_35,D3,Candidatus Dojkabacteria,37,0.00
Bem_35,P,Candidatus Poribacteria,1,0.00
Bem_35,P1,environmental samples,1,0.00
Bem_35,D1,unclassified Bacteria,2125,0.01
Bem_35,D1,delta/epsilon subdivisions,1911,0.01
Bem_35,P,Elusimicrobiota,808,0.00
Bem_35,P1,unclassified Elusimicrobiota,808,0.00
Bem_35,P,Campylobacterota,640,0.00
Bem_35,P,Spirochaetota,562,0.00
Bem_35,P1,unclassified Spirochaetota,66,0.00
Bem_35,P,Synergistota,370,0.00
Bem_35,P1,unclassified Synergistota,370,0.00
Bem_35,P,Calditrichota,276,0.00
Bem_35,P,Bdellovibrionota,156,0.00
Bem_35,P,Aquificota,57,0.00
Bem_35,P1,unclassified Aquificota,50,0.00
Bem_35,D1,environmental samples,53,0.00
Bem_35,P,Thermotogota,18,0.00
Bem_35,P,Fusobacteriota,6,0.00
Bem_35,D,Archaea,219575,0.81
Bem_35,D1,TACK group,217943,0.81
Bem_35,P,Nitrososphaerota,217726,0.81
Bem_35,P1,Nitrososphaerota incertae sedis,10449,0.04
Bem_35,P2,Marine Group I,8667,0.03
Bem_35,P3,environmental samples,254,0.00
Bem_35,P,Candidatus Bathyarchaeota,176,0.00
Bem_35,P1,unclassified Candidatus Bathyarchaeota,174,0.00
Bem_35,P,Thermoproteota,17,0.00
Bem_35,P,Euryarchaeota,1261,0.00
Bem_35,P1,Stenosarchaea group,1182,0.00
Bem_35,P1,unclassified Euryarchaeota,45,0.00
Bem_35,P1,Methanomada group,6,0.00
Bem_35,P,Candidatus Thermoplasmatota,186,0.00
Bem_35,P1,DHVE2 group,2,0.00
Bem_35,D1,Asgard group,52,0.00
Bem_35,P,Candidatus Lokiarchaeota,25,0.00
Bem_35,P1,unclassified Candidatus Lokiarchaeota,25,0.00
Bem_35,P,Candidatus Heimdallarchaeota,17,0.00
Bem_35,P1,unclassified Candidatus Heimdallarchaeota,17,0.00
Bem_35,P,Candidatus Thorarchaeota,10,0.00
Bem_35,P1,unclassified Candidatus Thorarchaeota,10,0.00
Bem_35,D1,DPANN group,44,0.00
Bem_35,P,Candidatus Aenigmatarchaeota,22,0.00
Bem_35,P1,unclassified Candidatus Aenigmatarchaeota,22,0.00
Bem_35,P,Candidatus Woesearchaeota,16,0.00
Bem_35,P1,unclassified Candidatus Woesearchaeota,15,0.00
Bem_35,P1,environmental samples,1,0.00
Bem_35,P,Candidatus Diapherotrites,5,0.00
Bem_35,P1,unclassified Candidatus Diapherotrites,5,0.00
Bem_35,P,Candidatus Micrarchaeota,1,0.00
Bem_35,P1,unclassified Candidatus Micrarchaeota,1,0.00
Bem_35,D1,unclassified Archaea,19,0.00
Bem_36,U,unclassified,26841809,96.21
Bem_36,R,root,1056713,3.79
Bem_36,R1,cellular organisms,1056713,3.79
Bem_36,D,Bacteria,884520,3.17
Bem_36,P,Pseudomonadota,662136,2.37
Bem_36,P1,unclassified Pseudomonadota,4766,0.02
Bem_36,P1,environmental samples,492,0.00
Bem_36,D1,Terrabacteria group,50385,0.18
Bem_36,P,Actinomycetota,32420,0.12
Bem_36,P1,unclassified Actinomycetota,1938,0.01
Bem_36,P,Bacillota,9593,0.03
Bem_36,P1,unclassified Bacillota,6,0.00
Bem_36,P,Chloroflexota,3511,0.01
Bem_36,P1,unclassified Chloroflexota,543,0.00
Bem_36,P1,environmental samples,1,0.00
Bem_36,P,Deinococcota,1580,0.01
Bem_36,D2,Cyanobacteriota/Melainabacteria group,1275,0.00
Bem_36,P,Cyanobacteriota,1200,0.00
Bem_36,P,Candidatus Melainabacteria,73,0.00
Bem_36,P1,unclassified Candidatus Melainabacteria,73,0.00
Bem_36,P,Armatimonadota,859,0.00
Bem_36,P1,unclassified Armatimonadota,859,0.00
Bem_36,P,Mycoplasmatota,101,0.00
Bem_36,P1,unclassified Mycoplasmatota,77,0.00
Bem_36,P,Nitrospirota,44685,0.16
Bem_36,P1,unclassified Nitrospirota,37217,0.13
Bem_36,D1,FCB group,25982,0.09
Bem_36,D2,Bacteroidota/Chlorobiota group,16328,0.06
Bem_36,P,Bacteroidota,14751,0.05
Bem_36,P1,unclassified Bacteroidota,465,0.00
Bem_36,P1,environmental samples,417,0.00
Bem_36,P,Rhodothermota,632,0.00
Bem_36,P,Ignavibacteriota,441,0.00
Bem_36,P1,unclassified Ignavibacteriota,84,0.00
Bem_36,P,Balneolota,232,0.00
Bem_36,P,Chlorobiota,84,0.00
Bem_36,P1,unclassified Chlorobiota,62,0.00
Bem_36,P,Gemmatimonadota,6526,0.02
Bem_36,P1,unclassified Gemmatimonadota,5441,0.02
Bem_36,P1,environmental samples,83,0.00
Bem_36,P,Candidatus Latescibacterota,1226,0.00
Bem_36,P1,unclassified Candidatus Latescibacterota,1226,0.00
Bem_36,P,Candidatus Zixiibacteriota,1100,0.00
Bem_36,P,Candidatus Neomarinimicrobiota,454,0.00
Bem_36,P1,unclassified Candidatus Neomarinimicrobiota,450,0.00
Bem_36,P1,environmental samples,4,0.00
Bem_36,P,Candidatus Hydrogenedentota,143,0.00
Bem_36,P1,unclassified Candidatus Hydrogenedentota,142,0.00
Bem_36,D1,PVC group,20270,0.07
Bem_36,P,Planctomycetota,17589,0.06
Bem_36,P1,unclassified Planctomycetota,1358,0.00
Bem_36,P,Verrucomicrobiota,1824,0.01
Bem_36,P1,environmental samples,139,0.00
Bem_36,P1,unclassified Verrucomicrobiota,31,0.00
Bem_36,P,Lentisphaerota,414,0.00
Bem_36,P1,unclassified Lentisphaerota,94,0.00
Bem_36,P,Candidatus Omnitrophota,189,0.00
Bem_36,P1,unclassified Candidatus Omnitrophota,189,0.00
Bem_36,P,Kiritimatiellota,84,0.00
Bem_36,P1,unclassified Kiritimatiellota,1,0.00
Bem_36,P,Chlamydiota,56,0.00
Bem_36,P,Myxococcota,14777,0.05
Bem_36,P1,Polyangia,5163,0.02
Bem_36,P,Thermodesulfobacteriota,12956,0.05
Bem_36,P,Acidobacteriota,6206,0.02
Bem_36,P1,unclassified Acidobacteriota,3167,0.01
Bem_36,D1,Bacteria incertae sedis,2697,0.01
Bem_36,D2,Bacteria candidate phyla,2697,0.01
Bem_36,D3,Patescibacteria group,732,0.00
Bem_36,D4,Parcubacteria group,649,0.00
Bem_36,P,Candidatus Moraniibacteriota,195,0.00
Bem_36,P1,unclassified Candidatus Moraniibacteriota,195,0.00
Bem_36,P,Candidatus Nomurabacteria,191,0.00
Bem_36,P1,unclassified Candidatus Nomurabacteria,191,0.00
Bem_36,P,Candidatus Uhrbacteria,60,0.00
Bem_36,P1,unclassified Candidatus Uhrbacteria,60,0.00
Bem_36,P,Candidatus Falkowbacteria,57,0.00
Bem_36,P1,unclassified Candidatus Falkowbacteria,57,0.00
Bem_36,P,Candidatus Kaiserbacteria,53,0.00
Bem_36,P1,unclassified Candidatus Kaiserbacteria,53,0.00
Bem_36,P,Candidatus Nealsonbacteria,51,0.00
Bem_36,P1,unclassified Candidatus Nealsonbacteria,9,0.00
Bem_36,P,Candidatus Campbellbacteria,18,0.00
Bem_36,P1,unclassified Candidatus Campbellbacteria,18,0.00
Bem_36,P,Candidatus Parcubacteria,13,0.00
Bem_36,P1,unclassified Candidatus Parcubacteria,13,0.00
Bem_36,D4,Microgenomates group,46,0.00
Bem_36,P,Candidatus Woesebacteria,46,0.00
Bem_36,P1,unclassified Candidatus Woesebacteria,46,0.00
Bem_36,D4,unclassified Patescibacteria group,22,0.00
Bem_36,P,Candidatus Gracilibacteria,10,0.00
Bem_36,P1,unclassified Candidatus Gracilibacteria,10,0.00
Bem_36,P,candidate division WOR-3,498,0.00
Bem_36,P,Candidatus Aminicenantes,339,0.00
Bem_36,P1,unclassified Candidatus Aminicenantes,339,0.00
Bem_36,P,Candidatus Coatesbacteria,286,0.00
Bem_36,P1,unclassified Candidatus Coatesbacteria,286,0.00
Bem_36,P,Candidatus Saccharibacteria,230,0.00
Bem_36,P1,unclassified Candidatus Saccharibacteria,230,0.00
Bem_36,P,Candidatus Peregrinibacteria,207,0.00
Bem_36,P1,unclassified Candidatus Peregrinibacteria,70,0.00
Bem_36,P,Candidatus Eisenbacteria,177,0.00
Bem_36,P1,unclassified Candidatus Eisenbacteria,177,0.00
Bem_36,P,Candidatus Bipolaricaulota,152,0.00
Bem_36,P1,unclassified Candidatus Bipolaricaulota,152,0.00
Bem_36,D3,Candidatus Dojkabacteria,25,0.00
Bem_36,P,Candidatus Poribacteria,4,0.00
Bem_36,P1,environmental samples,4,0.00
Bem_36,D1,Nitrospinae/Tectomicrobia group,2577,0.01
Bem_36,P,Nitrospinota,2570,0.01
Bem_36,P,Candidatus Tectomicrobia,7,0.00
Bem_36,D1,unclassified Bacteria,1731,0.01
Bem_36,D1,delta/epsilon subdivisions,1452,0.01
Bem_36,P,Elusimicrobiota,644,0.00
Bem_36,P1,unclassified Elusimicrobiota,644,0.00
Bem_36,P,Campylobacterota,581,0.00
Bem_36,P,Spirochaetota,441,0.00
Bem_36,P1,unclassified Spirochaetota,74,0.00
Bem_36,P,Synergistota,267,0.00
Bem_36,P1,unclassified Synergistota,267,0.00
Bem_36,P,Calditrichota,257,0.00
Bem_36,P,Bdellovibrionota,113,0.00
Bem_36,D1,environmental samples,58,0.00
Bem_36,P,Aquificota,44,0.00
Bem_36,P1,unclassified Aquificota,36,0.00
Bem_36,P,Thermotogota,34,0.00
Bem_36,P,Fusobacteriota,3,0.00
Bem_36,D,Archaea,171253,0.61
Bem_36,D1,TACK group,169971,0.61
Bem_36,P,Nitrososphaerota,169814,0.61
Bem_36,P1,Nitrososphaerota incertae sedis,8857,0.03
Bem_36,P2,Marine Group I,7343,0.03
Bem_36,P3,environmental samples,174,0.00
Bem_36,P,Candidatus Bathyarchaeota,113,0.00
Bem_36,P1,unclassified Candidatus Bathyarchaeota,111,0.00
Bem_36,P,Thermoproteota,9,0.00
Bem_36,P,Euryarchaeota,995,0.00
Bem_36,P1,Stenosarchaea group,924,0.00
Bem_36,P1,unclassified Euryarchaeota,34,0.00
Bem_36,P1,Methanomada group,3,0.00
Bem_36,P,Candidatus Thermoplasmatota,146,0.00
Bem_36,P1,DHVE2 group,1,0.00
Bem_36,D1,Asgard group,36,0.00
Bem_36,P,Candidatus Thorarchaeota,14,0.00
Bem_36,P1,unclassified Candidatus Thorarchaeota,14,0.00
Bem_36,P,Candidatus Heimdallarchaeota,12,0.00
Bem_36,P1,unclassified Candidatus Heimdallarchaeota,12,0.00
Bem_36,P,Candidatus Lokiarchaeota,10,0.00
Bem_36,P1,unclassified Candidatus Lokiarchaeota,10,0.00
Bem_36,D1,DPANN group,34,0.00
Bem_36,P,Candidatus Woesearchaeota,15,0.00
Bem_36,P1,unclassified Candidatus Woesearchaeota,14,0.00
Bem_36,P1,environmental samples,1,0.00
Bem_36,P,Candidatus Diapherotrites,10,0.00
Bem_36,P1,unclassified Candidatus Diapherotrites,10,0.00
Bem_36,P,Candidatus Aenigmatarchaeota,8,0.00
Bem_36,P1,unclassified Candidatus Aenigmatarchaeota,8,0.00
Bem_36,P,Candidatus Micrarchaeota,1,0.00
Bem_36,P1,unclassified Candidatus Micrarchaeota,1,0.00
Bem_36,D1,unclassified Archaea,14,0.00
Bem_40,U,unclassified,23758610,95.34
Bem_40,R,root,1160673,4.66
Bem_40,R1,cellular organisms,1160673,4.66
Bem_40,D,Bacteria,1000085,4.01
Bem_40,P,Pseudomonadota,703368,2.82
Bem_40,P1,unclassified Pseudomonadota,5320,0.02
Bem_40,P1,environmental samples,773,0.00
Bem_40,D1,Terrabacteria group,57557,0.23
Bem_40,P,Actinomycetota,35074,0.14
Bem_40,P1,unclassified Actinomycetota,1607,0.01
Bem_40,P,Bacillota,10862,0.04
Bem_40,P1,unclassified Bacillota,1,0.00
Bem_40,P,Chloroflexota,4761,0.02
Bem_40,P1,unclassified Chloroflexota,802,0.00
Bem_40,P1,environmental samples,2,0.00
Bem_40,D2,Cyanobacteriota/Melainabacteria group,2251,0.01
Bem_40,P,Cyanobacteriota,2117,0.01
Bem_40,P,Candidatus Melainabacteria,114,0.00
Bem_40,P1,unclassified Candidatus Melainabacteria,114,0.00
Bem_40,P,Deinococcota,2023,0.01
Bem_40,P,Armatimonadota,1197,0.00
Bem_40,P1,unclassified Armatimonadota,1197,0.00
Bem_40,P,Mycoplasmatota,192,0.00
Bem_40,P1,unclassified Mycoplasmatota,108,0.00
Bem_40,P,Nitrospirota,51393,0.21
Bem_40,P1,unclassified Nitrospirota,42867,0.17
Bem_40,D1,FCB group,36049,0.14
Bem_40,D2,Bacteroidota/Chlorobiota group,22603,0.09
Bem_40,P,Bacteroidota,20485,0.08
Bem_40,P1,unclassified Bacteroidota,597,0.00
Bem_40,P1,environmental samples,485,0.00
Bem_40,P,Rhodothermota,901,0.00
Bem_40,P,Ignavibacteriota,584,0.00
Bem_40,P1,unclassified Ignavibacteriota,118,0.00
Bem_40,P,Balneolota,358,0.00
Bem_40,P,Chlorobiota,81,0.00
Bem_40,P1,unclassified Chlorobiota,57,0.00
Bem_40,P,Gemmatimonadota,9158,0.04
Bem_40,P1,unclassified Gemmatimonadota,7838,0.03
Bem_40,P1,environmental samples,101,0.00
Bem_40,P,Candidatus Zixiibacteriota,1610,0.01
Bem_40,P,Candidatus Latescibacterota,1556,0.01
Bem_40,P1,unclassified Candidatus Latescibacterota,1556,0.01
Bem_40,P,Candidatus Neomarinimicrobiota,621,0.00
Bem_40,P1,unclassified Candidatus Neomarinimicrobiota,613,0.00
Bem_40,P1,environmental samples,8,0.00
Bem_40,P,Candidatus Hydrogenedentota,189,0.00
Bem_40,P1,unclassified Candidatus Hydrogenedentota,189,0.00
Bem_40,P,Thermodesulfobacteriota,33478,0.13
Bem_40,D1,PVC group,26512,0.11
Bem_40,P,Planctomycetota,23885,0.10
Bem_40,P1,unclassified Planctomycetota,1733,0.01
Bem_40,P,Verrucomicrobiota,1673,0.01
Bem_40,P1,environmental samples,154,0.00
Bem_40,P1,unclassified Verrucomicrobiota,35,0.00
Bem_40,P,Lentisphaerota,427,0.00
Bem_40,P1,unclassified Lentisphaerota,84,0.00
Bem_40,P,Candidatus Omnitrophota,189,0.00
Bem_40,P1,unclassified Candidatus Omnitrophota,189,0.00
Bem_40,P,Kiritimatiellota,129,0.00
Bem_40,P1,unclassified Kiritimatiellota,2,0.00
Bem_40,P,Chlamydiota,56,0.00
Bem_40,P,Myxococcota,25765,0.10
Bem_40,P1,Polyangia,7155,0.03
Bem_40,P,Acidobacteriota,8485,0.03
Bem_40,P1,unclassified Acidobacteriota,4568,0.02
Bem_40,D1,Bacteria incertae sedis,3377,0.01
Bem_40,D2,Bacteria candidate phyla,3377,0.01
Bem_40,D3,Patescibacteria group,762,0.00
Bem_40,D4,Parcubacteria group,652,0.00
Bem_40,P,Candidatus Moraniibacteriota,211,0.00
Bem_40,P1,unclassified Candidatus Moraniibacteriota,211,0.00
Bem_40,P,Candidatus Nomurabacteria,171,0.00
Bem_40,P1,unclassified Candidatus Nomurabacteria,171,0.00
Bem_40,P,Candidatus Kaiserbacteria,81,0.00
Bem_40,P1,unclassified Candidatus Kaiserbacteria,81,0.00
Bem_40,P,Candidatus Falkowbacteria,58,0.00
Bem_40,P1,unclassified Candidatus Falkowbacteria,58,0.00
Bem_40,P,Candidatus Nealsonbacteria,41,0.00
Bem_40,P1,unclassified Candidatus Nealsonbacteria,10,0.00
Bem_40,P,Candidatus Uhrbacteria,37,0.00
Bem_40,P1,unclassified Candidatus Uhrbacteria,37,0.00
Bem_40,P,Candidatus Parcubacteria,21,0.00
Bem_40,P1,unclassified Candidatus Parcubacteria,21,0.00
Bem_40,P,Candidatus Campbellbacteria,14,0.00
Bem_40,P1,unclassified Candidatus Campbellbacteria,14,0.00
Bem_40,D4,Microgenomates group,52,0.00
Bem_40,P,Candidatus Woesebacteria,52,0.00
Bem_40,P1,unclassified Candidatus Woesebacteria,52,0.00
Bem_40,P,Candidatus Gracilibacteria,26,0.00
Bem_40,P1,unclassified Candidatus Gracilibacteria,26,0.00
Bem_40,D4,unclassified Patescibacteria group,22,0.00
Bem_40,P,candidate division WOR-3,642,0.00
Bem_40,P,Candidatus Aminicenantes,491,0.00
Bem_40,P1,unclassified Candidatus Aminicenantes,491,0.00
Bem_40,P,Candidatus Coatesbacteria,465,0.00
Bem_40,P1,unclassified Candidatus Coatesbacteria,465,0.00
Bem_40,P,Candidatus Eisenbacteria,266,0.00
Bem_40,P1,unclassified Candidatus Eisenbacteria,266,0.00
Bem_40,P,Candidatus Peregrinibacteria,252,0.00
Bem_40,P1,unclassified Candidatus Peregrinibacteria,103,0.00
Bem_40,P,Candidatus Saccharibacteria,229,0.00
Bem_40,P1,unclassified Candidatus Saccharibacteria,229,0.00
Bem_40,P,Candidatus Bipolaricaulota,191,0.00
Bem_40,P1,unclassified Candidatus Bipolaricaulota,191,0.00
Bem_40,D3,Candidatus Dojkabacteria,25,0.00
Bem_40,P,Candidatus Poribacteria,1,0.00
Bem_40,P1,environmental samples,1,0.00
Bem_40,D1,unclassified Bacteria,2432,0.01
Bem_40,D1,delta/epsilon subdivisions,1888,0.01
Bem_40,D1,Nitrospinae/Tectomicrobia group,1390,0.01
Bem_40,P,Nitrospinota,1384,0.01
Bem_40,P,Candidatus Tectomicrobia,6,0.00
Bem_40,P,Campylobacterota,860,0.00
Bem_40,P,Elusimicrobiota,833,0.00
Bem_40,P1,unclassified Elusimicrobiota,833,0.00
Bem_40,P,Spirochaetota,550,0.00
Bem_40,P1,unclassified Spirochaetota,79,0.00
Bem_40,P,Synergistota,403,0.00
Bem_40,P1,unclassified Synergistota,403,0.00
Bem_40,P,Calditrichota,273,0.00
Bem_40,P,Bdellovibrionota,101,0.00
Bem_40,P,Aquificota,70,0.00
Bem_40,P1,unclassified Aquificota,44,0.00
Bem_40,D1,environmental samples,46,0.00
Bem_40,P,Thermotogota,19,0.00
Bem_40,P,Fusobacteriota,3,0.00
Bem_40,P,Deferribacterota,2,0.00
Bem_40,D,Archaea,159449,0.64
Bem_40,D1,TACK group,157821,0.63
Bem_40,P,Nitrososphaerota,157528,0.63
Bem_40,P1,Nitrososphaerota incertae sedis,10140,0.04
Bem_40,P2,Marine Group I,7554,0.03
Bem_40,P3,environmental samples,303,0.00
Bem_40,P1,unclassified Nitrososphaerota,4,0.00
Bem_40,P,Candidatus Bathyarchaeota,245,0.00
Bem_40,P1,unclassified Candidatus Bathyarchaeota,241,0.00
Bem_40,P,Thermoproteota,21,0.00
Bem_40,P,Euryarchaeota,1259,0.01
Bem_40,P1,Stenosarchaea group,1161,0.00
Bem_40,P1,unclassified Euryarchaeota,48,0.00
Bem_40,P1,Methanomada group,16,0.00
Bem_40,P,Candidatus Thermoplasmatota,201,0.00
Bem_40,P1,DHVE2 group,4,0.00
Bem_40,D1,Asgard group,54,0.00
Bem_40,P,Candidatus Heimdallarchaeota,23,0.00
Bem_40,P1,unclassified Candidatus Heimdallarchaeota,23,0.00
Bem_40,P,Candidatus Lokiarchaeota,16,0.00
Bem_40,P1,unclassified Candidatus Lokiarchaeota,16,0.00
Bem_40,P,Candidatus Thorarchaeota,15,0.00
Bem_40,P1,unclassified Candidatus Thorarchaeota,15,0.00
Bem_40,D1,DPANN group,34,0.00
Bem_40,P,Candidatus Woesearchaeota,14,0.00
Bem_40,P1,unclassified Candidatus Woesearchaeota,14,0.00
Bem_40,P,Candidatus Aenigmatarchaeota,13,0.00
Bem_40,P1,unclassified Candidatus Aenigmatarchaeota,13,0.00
Bem_40,P,Candidatus Diapherotrites,4,0.00
Bem_40,P1,unclassified Candidatus Diapherotrites,4,0.00
Bem_40,D2,Candidatus Pacearchaeota,3,0.00
Bem_40,D3,unclassified Candidatus Pacearchaeota,3,0.00
Bem_40,D1,unclassified Archaea,20,0.00
Bem_44,U,unclassified,23937671,96.58
Bem_44,R,root,848346,3.42
Bem_44,R1,cellular organisms,848346,3.42
Bem_44,D,Bacteria,744755,3.00
Bem_44,P,Pseudomonadota,560054,2.26
Bem_44,P1,unclassified Pseudomonadota,6366,0.03
Bem_44,P1,environmental samples,521,0.00
Bem_44,D1,Terrabacteria group,41828,0.17
Bem_44,P,Actinomycetota,23586,0.10
Bem_44,P1,unclassified Actinomycetota,1348,0.01
Bem_44,P,Bacillota,10320,0.04
Bem_44,P1,unclassified Bacillota,2,0.00
Bem_44,P,Chloroflexota,3445,0.01
Bem_44,P1,unclassified Chloroflexota,623,0.00
Bem_44,P,Deinococcota,1549,0.01
Bem_44,D2,Cyanobacteriota/Melainabacteria group,1190,0.00
Bem_44,P,Cyanobacteriota,1135,0.00
Bem_44,P,Candidatus Melainabacteria,52,0.00
Bem_44,P1,unclassified Candidatus Melainabacteria,52,0.00
Bem_44,P,Armatimonadota,704,0.00
Bem_44,P1,unclassified Armatimonadota,704,0.00
Bem_44,P,Mycoplasmatota,111,0.00
Bem_44,P1,unclassified Mycoplasmatota,89,0.00
Bem_44,P,Nitrospirota,31402,0.13
Bem_44,P1,unclassified Nitrospirota,25826,0.10
Bem_44,D1,FCB group,25844,0.10
Bem_44,D2,Bacteroidota/Chlorobiota group,18406,0.07
Bem_44,P,Bacteroidota,16980,0.07
Bem_44,P1,environmental samples,481,0.00
Bem_44,P1,unclassified Bacteroidota,430,0.00
Bem_44,P,Rhodothermota,546,0.00
Bem_44,P,Ignavibacteriota,417,0.00
Bem_44,P1,unclassified Ignavibacteriota,76,0.00
Bem_44,P,Balneolota,229,0.00
Bem_44,P,Chlorobiota,68,0.00
Bem_44,P1,unclassified Chlorobiota,32,0.00
Bem_44,P,Gemmatimonadota,4877,0.02
Bem_44,P1,unclassified Gemmatimonadota,3986,0.02
Bem_44,P1,environmental samples,64,0.00
Bem_44,P,Candidatus Latescibacterota,936,0.00
Bem_44,P1,unclassified Candidatus Latescibacterota,936,0.00
Bem_44,P,Candidatus Zixiibacteriota,876,0.00
Bem_44,P,Candidatus Neomarinimicrobiota,420,0.00
Bem_44,P1,unclassified Candidatus Neomarinimicrobiota,412,0.00
Bem_44,P1,environmental samples,8,0.00
Bem_44,P,Candidatus Hydrogenedentota,172,0.00
Bem_44,P1,unclassified Candidatus Hydrogenedentota,172,0.00
Bem_44,D1,PVC group,14640,0.06
Bem_44,P,Planctomycetota,12858,0.05
Bem_44,P1,unclassified Planctomycetota,956,0.00
Bem_44,P,Verrucomicrobiota,1155,0.00
Bem_44,P1,environmental samples,82,0.00
Bem_44,P1,unclassified Verrucomicrobiota,18,0.00
Bem_44,P,Lentisphaerota,366,0.00
Bem_44,P1,unclassified Lentisphaerota,53,0.00
Bem_44,P,Candidatus Omnitrophota,96,0.00
Bem_44,P1,unclassified Candidatus Omnitrophota,96,0.00
Bem_44,P,Kiritimatiellota,56,0.00
Bem_44,P,Chlamydiota,38,0.00
Bem_44,P,Myxococcota,12141,0.05
Bem_44,P1,Polyangia,3769,0.02
Bem_44,P,Thermodesulfobacteriota,12089,0.05
Bem_44,P,Acidobacteriota,4637,0.02
Bem_44,P1,unclassified Acidobacteriota,2613,0.01
Bem_44,D1,Bacteria incertae sedis,1930,0.01
Bem_44,D2,Bacteria candidate phyla,1930,0.01
Bem_44,D3,Patescibacteria group,576,0.00
Bem_44,D4,Parcubacteria group,514,0.00
Bem_44,P,Candidatus Nomurabacteria,157,0.00
Bem_44,P1,unclassified Candidatus Nomurabacteria,157,0.00
Bem_44,P,Candidatus Moraniibacteriota,157,0.00
Bem_44,P1,unclassified Candidatus Moraniibacteriota,157,0.00
Bem_44,P,Candidatus Kaiserbacteria,54,0.00
Bem_44,P1,unclassified Candidatus Kaiserbacteria,54,0.00
Bem_44,P,Candidatus Falkowbacteria,40,0.00
Bem_44,P1,unclassified Candidatus Falkowbacteria,40,0.00
Bem_44,P,Candidatus Uhrbacteria,37,0.00
